@relation german-weka.filters.unsupervised.instance.Randomize-S42

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute class {class1,class2}

@data
-1.2539,1.2519,-0.50318,-0.17828,-0.007885,-0.69936,0.5098,-0.86975,0.4491,-0.30353,1.0465,1.5635,0.30364,-2.3739,2.0159,-0.70457,1.6768,2.3337,1.214,-0.19592,class2
1.1315,0.25682,1.3433,-0.10345,-0.23391,-0.69936,1.3374,0.91802,1.8614,1.7898,0.14043,-1.2931,0.919,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class2
1.1315,-1.2359,1.3433,-0.10345,-0.6693,-0.69936,-0.3178,-1.7636,-0.96317,-0.30353,-1.6716,0.61131,-0.66336,0.4606,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
1.1315,-0.98708,1.3433,-0.12839,-0.30653,-0.69936,-1.973,-0.86975,0.4491,-0.30353,0.14043,0.61131,-0.39963,0.4606,0.13364,-0.70457,1.6768,-0.42808,-0.82291,-0.19592,class2
-1.2539,-0.7383,-0.50318,-0.10345,-0.90772,-0.69936,1.3374,0.91802,0.4491,-0.30353,1.0465,-1.2931,1.886,-0.95663,0.13364,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class1
-0.4588,0.25682,-0.50318,-0.10345,-0.13294,-0.066455,-1.1454,-0.86975,0.4491,-0.30353,-1.6716,0.61131,-0.57545,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
0.33634,0.75439,1.3433,-0.10345,-0.090075,-0.69936,1.3374,0.91802,0.4491,-0.30353,1.0465,-0.34088,1.0069,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
1.1315,0.75439,1.3433,-0.10345,-0.15597,-0.69936,-0.3178,0.91802,-0.96317,-0.30353,-0.76559,0.61131,-0.22381,0.4606,0.13364,-0.70457,0.14688,-0.42808,1.214,-0.19592,class2
-1.2539,0.008044,1.3433,-0.17828,-0.59136,-0.69936,1.3374,0.91802,1.8614,-0.30353,0.14043,0.61131,-0.48754,0.4606,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
-1.2539,0.25682,-0.50318,0.04619,1.1679,-0.69936,-0.3178,-0.86975,1.8614,-0.30353,-0.76559,0.61131,-1.2787,-0.95663,0.13364,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class2
-0.4588,0.75439,0.42008,-0.10345,-0.47906,-0.066455,-1.1454,0.91802,0.4491,-0.30353,0.14043,1.5635,-0.48754,-0.95663,0.13364,1.0266,1.6768,-0.42808,-0.82291,-0.19592,class1
-1.2539,-0.98708,-0.50318,-0.10345,-0.67568,-0.69936,0.5098,0.024135,0.4491,-0.30353,1.0465,-1.2931,2.0618,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
-1.2539,-0.24074,-0.50318,-0.17828,0.39279,-0.066455,-0.3178,0.024135,0.4491,-0.30353,1.0465,0.61131,-0.047998,0.4606,0.13364,-0.70457,-1.3831,2.3337,1.214,-0.19592,class2
-1.2539,-1.07,1.3433,-0.17828,0.0449,-0.69936,0.5098,-1.7636,0.4491,-0.30353,1.0465,-1.2931,0.30364,0.4606,0.13364,1.0266,-1.3831,-0.42808,-0.82291,5.0991,class2
-0.4588,1.9983,1.3433,-0.10345,0.52245,-0.69936,-1.1454,0.91802,0.4491,-0.30353,-0.76559,-0.34088,-0.92708,0.4606,0.13364,1.0266,-1.3831,-0.42808,-0.82291,-0.19592,class1
0.33634,0.25682,-0.50318,-0.10345,-0.67107,-0.066455,1.3374,0.91802,-0.96317,-0.30353,-0.76559,1.5635,1.0069,0.4606,2.0159,-0.70457,0.14688,-0.42808,1.214,-0.19592,class2
-0.4588,-0.7383,-2.3497,-0.12839,-0.10708,-0.69936,-1.1454,0.91802,-0.96317,-0.30353,0.14043,-0.34088,-0.92708,0.4606,-1.7487,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class1
-0.4588,-0.90415,-0.50318,-0.12839,-0.62006,-0.69936,-0.3178,0.91802,-2.3754,-0.30353,-0.76559,0.61131,-0.39963,0.4606,0.13364,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class2
-1.2539,-0.48952,1.3433,-0.12839,-0.63529,-0.69936,1.3374,0.91802,0.4491,-0.30353,1.0465,0.61131,0.74318,0.4606,0.13364,1.0266,0.14688,2.3337,1.214,-0.19592,class2
-0.4588,-0.24074,-0.50318,-0.17828,0.91923,-0.066455,-0.3178,-0.86975,0.4491,-0.30353,-0.76559,0.61131,-0.48754,0.4606,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
1.1315,-0.7383,-0.50318,-0.028632,-0.90418,-0.69936,1.3374,0.91802,0.4491,-0.30353,1.0465,0.61131,0.47945,-2.3739,0.13364,-0.70457,-1.3831,2.3337,-0.82291,-0.19592,class1
0.33634,-0.90415,-0.50318,-0.17828,0.2401,-0.69936,-1.1454,-1.7636,0.4491,3.8831,-1.6716,-0.34088,0.12782,0.4606,0.13364,-0.70457,-1.3831,2.3337,-0.82291,-0.19592,class2
1.1315,-0.24074,-0.50318,-0.10345,-0.4323,-0.69936,-1.1454,0.91802,0.4491,-0.30353,-1.6716,-1.2931,-0.22381,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
-1.2539,-1.2359,1.3433,-0.12839,0.039941,-0.69936,-0.3178,-1.7636,-2.3754,-0.30353,1.0465,-1.2931,0.74318,0.4606,-1.7487,-0.70457,1.6768,-0.42808,1.214,-0.19592,class1
1.1315,0.25682,-0.50318,-0.15333,1.6093,-0.69936,0.5098,0.024135,0.4491,-0.30353,0.14043,0.61131,0.21573,0.4606,0.13364,-0.70457,1.6768,-0.42808,1.214,-0.19592,class2
1.1315,-0.24074,1.3433,-0.17828,-0.61687,-0.69936,-0.3178,0.024135,0.4491,-0.30353,-0.76559,-0.34088,-0.31172,-2.3739,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class1
-0.4588,1.2519,1.3433,-0.15333,0.89585,-0.69936,-0.3178,0.024135,0.4491,-0.30353,1.0465,0.61131,-0.13591,0.4606,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
-0.4588,0.25682,-0.50318,-0.10345,-0.46205,-0.69936,1.3374,0.91802,-0.96317,-0.30353,1.0465,0.61131,-1.3666,0.4606,0.13364,-0.70457,0.14688,-0.42808,1.214,-0.19592,class2
1.1315,0.25682,-0.50318,-0.10345,0.056237,0.56645,1.3374,0.024135,0.4491,-0.30353,-0.76559,0.61131,-0.39963,0.4606,0.13364,-0.70457,0.14688,2.3337,1.214,-0.19592,class2
-1.2539,0.50561,-2.3497,0.04619,0.71623,-0.69936,-1.973,-0.86975,0.4491,-0.30353,1.0465,-0.34088,1.2706,-0.95663,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class1
1.1315,0.50561,0.42008,-0.15333,1.8924,1.1993,-0.3178,-0.86975,0.4491,-0.30353,-0.76559,0.61131,-0.75127,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class2
-0.4588,2.2471,-0.50318,-0.10345,0.25073,1.8323,0.5098,0.91802,0.4491,-0.30353,-1.6716,0.61131,0.47945,0.4606,0.13364,1.0266,0.14688,2.3337,1.214,-0.19592,class2
-1.2539,-0.7383,-0.50318,-0.028632,-0.87725,-0.69936,-1.1454,0.91802,-0.96317,-0.30353,1.0465,-0.34088,1.5344,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class1
1.1315,0.25682,1.3433,-0.10345,-0.20805,-0.69936,-0.3178,0.91802,0.4491,-0.30353,-0.76559,-1.2931,-0.047998,0.4606,0.13364,1.0266,-1.3831,-0.42808,-0.82291,-0.19592,class2
1.1315,-0.98708,1.3433,-0.028632,-0.71819,1.8323,1.3374,0.91802,-0.96317,-0.30353,1.0465,-0.34088,0.47945,0.4606,-1.7487,1.0266,-1.3831,-0.42808,-0.82291,-0.19592,class2
-1.2539,0.008044,-0.50318,-0.10345,-0.23568,-0.69936,-1.1454,0.91802,-0.96317,-0.30353,1.0465,-0.34088,-0.66336,0.4606,-1.7487,-0.70457,1.6768,-0.42808,1.214,-0.19592,class2
1.1315,1.0032,0.42008,0.04619,-0.1797,-0.69936,-0.3178,-0.86975,-0.96317,-0.30353,-0.76559,0.61131,-0.83917,0.4606,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
1.1315,-0.48952,0.42008,-0.15333,0.11434,-0.69936,-1.1454,-1.7636,-0.96317,-0.30353,-0.76559,-0.34088,0.919,0.4606,0.13364,1.0266,-1.3831,-0.42808,-0.82291,-0.19592,class2
-0.4588,1.7495,-1.4264,-0.15333,2.1298,-0.69936,-1.973,-1.7636,0.4491,-0.30353,-0.76559,1.5635,1.7102,-2.3739,2.0159,-0.70457,1.6768,-0.42808,1.214,-0.19592,class2
1.1315,1.2519,-0.50318,-0.028632,2.049,1.8323,-0.3178,-0.86975,0.4491,-0.30353,1.0465,1.5635,-0.047998,0.4606,2.0159,-0.70457,-1.3831,2.3337,1.214,-0.19592,class2
-0.4588,-0.48952,-0.50318,-0.10345,-0.64734,1.8323,-1.1454,0.91802,0.4491,-0.30353,-1.6716,-0.34088,-1.1029,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
-1.2539,0.25682,-0.50318,-0.12839,0.026124,-0.69936,1.3374,0.91802,0.4491,-0.30353,-0.76559,-0.34088,0.30364,0.4606,-1.7487,-0.70457,1.6768,-0.42808,1.214,-0.19592,class1
-0.4588,0.50561,1.3433,-0.10345,-0.26615,0.56645,-0.3178,0.91802,0.4491,-0.30353,-0.76559,-0.34088,-1.1029,0.4606,0.13364,1.0266,-1.3831,-0.42808,-0.82291,-0.19592,class1
-0.4588,-0.7383,-0.50318,-0.12839,-0.478,-0.69936,-0.3178,0.91802,0.4491,-0.30353,-0.76559,-0.34088,0.12782,0.4606,0.13364,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class1
1.1315,0.25682,-0.50318,-0.10345,-0.012845,0.56645,1.3374,0.024135,-2.3754,-0.30353,-0.76559,0.61131,-0.83917,0.4606,0.13364,-0.70457,1.6768,-0.42808,1.214,-0.19592,class2
-0.4588,-0.24074,-0.50318,-0.17828,-0.78975,1.8323,-0.3178,0.91802,-0.96317,-0.30353,-0.76559,-0.34088,-0.22381,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class1
1.1315,-1.2359,1.3433,-0.10345,-0.4865,1.8323,-0.3178,-1.7636,0.4491,-0.30353,-0.76559,-1.2931,-0.13591,0.4606,0.13364,1.0266,-1.3831,2.3337,-0.82291,-0.19592,class2
1.1315,-1.2359,-0.50318,-0.053572,-0.92508,0.56645,0.5098,-0.86975,1.8614,-0.30353,1.0465,-1.2931,-1.1029,0.4606,-1.7487,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class2
1.1315,0.25682,-0.50318,-0.15333,-0.21301,-0.69936,1.3374,0.91802,0.4491,-0.30353,1.0465,0.61131,-0.047998,0.4606,0.13364,-0.70457,1.6768,-0.42808,1.214,-0.19592,class2
-0.4588,-0.40659,1.3433,-0.17828,-0.74263,-0.69936,-1.973,-0.86975,0.4491,-0.30353,0.14043,0.61131,2.853,0.4606,2.0159,2.7577,-2.913,-0.42808,1.214,-0.19592,class2
-0.4588,0.25682,1.3433,0.04619,-0.15809,1.8323,0.5098,0.91802,0.4491,-0.30353,0.14043,1.5635,-0.13591,0.4606,0.13364,1.0266,0.14688,2.3337,1.214,-0.19592,class2
-1.2539,0.75439,-0.50318,-0.12839,-0.30653,-0.69936,0.5098,0.91802,-0.96317,-0.30353,1.0465,-1.2931,-1.1029,0.4606,-1.7487,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class1
-1.2539,0.008044,1.3433,-0.17828,-0.95661,-0.69936,1.3374,0.91802,0.4491,-0.30353,1.0465,-1.2931,2.5893,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class2
-0.4588,0.008044,1.3433,0.04619,0.13488,-0.69936,0.5098,-0.86975,0.4491,-0.30353,0.14043,-0.34088,-0.75127,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class2
-0.4588,-0.7383,-0.50318,-0.10345,-0.61545,-0.69936,-1.1454,-1.7636,1.8614,-0.30353,-1.6716,-1.2931,-1.1029,0.4606,-1.7487,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class1
-1.2539,-0.7383,-1.4264,0.021249,-1.0388,-0.69936,1.3374,0.91802,1.8614,-0.30353,-1.6716,0.61131,0.83109,-2.3739,0.13364,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class2
1.1315,-0.7383,-0.50318,-0.10345,-0.62998,-0.69936,-1.1454,0.91802,-0.96317,-0.30353,0.14043,0.61131,-0.13591,0.4606,0.13364,-0.70457,0.14688,2.3337,-0.82291,-0.19592,class2
-0.4588,-0.7383,-0.50318,-0.17828,-0.70012,-0.69936,-1.1454,0.024135,-0.96317,-0.30353,-1.6716,0.61131,-0.92708,0.4606,-1.7487,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class1
-0.4588,-1.2359,-0.50318,-0.10345,-1.0285,1.8323,1.3374,0.91802,0.4491,-0.30353,1.0465,-0.34088,0.21573,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
1.1315,-0.98708,-0.50318,-0.10345,-0.63529,-0.69936,0.5098,0.91802,0.4491,-0.30353,-0.76559,0.61131,-1.1908,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class1
-1.2539,0.50561,-0.50318,-0.10345,0.051277,-0.69936,-0.3178,0.024135,0.4491,-0.30353,-0.76559,0.61131,-0.75127,0.4606,0.13364,-0.70457,1.6768,-0.42808,-0.82291,-0.19592,class2
-1.2539,-1.2359,1.3433,-0.10345,-0.4656,-0.69936,0.5098,-1.7636,-0.96317,-0.30353,1.0465,0.61131,-0.39963,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
-1.2539,1.2519,-0.50318,-0.17828,2.1255,-0.69936,0.5098,-0.86975,0.4491,-0.30353,-1.6716,0.61131,-1.015,0.4606,0.13364,-0.70457,0.14688,-0.42808,1.214,-0.19592,class1
-0.4588,-0.7383,1.3433,-0.17828,-0.3207,0.56645,0.5098,0.024135,-2.3754,-0.30353,0.14043,0.61131,0.03991,0.4606,0.13364,-0.70457,1.6768,-0.42808,1.214,-0.19592,class2
-1.2539,1.2519,-0.50318,-0.17828,-0.50634,-0.69936,-1.1454,0.91802,-0.96317,-0.30353,1.0465,0.61131,-0.13591,0.4606,0.13364,-0.70457,0.14688,-0.42808,1.214,-0.19592,class1
1.1315,0.25682,-0.50318,-0.10345,-0.61581,-0.69936,-1.1454,0.91802,-0.96317,-0.30353,0.14043,0.61131,0.21573,-0.95663,0.13364,-0.70457,0.14688,-0.42808,1.214,-0.19592,class2
-0.4588,0.75439,-0.50318,-0.12839,0.060134,-0.066455,-0.3178,-0.86975,-0.96317,1.7898,1.0465,0.61131,-1.2787,0.4606,-1.7487,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class1
-1.2539,1.2519,-0.50318,-0.10345,-0.34338,-0.69936,-0.3178,0.91802,-2.3754,-0.30353,1.0465,0.61131,-0.39963,0.4606,-1.7487,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class1
-1.2539,0.25682,1.3433,-0.15333,-0.11133,-0.69936,1.3374,0.91802,0.4491,-0.30353,1.0465,-0.34088,2.4134,0.4606,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
-1.2539,0.25682,1.3433,-0.15333,1.1846,-0.69936,-1.973,-0.86975,0.4491,-0.30353,1.0465,1.5635,3.4683,0.4606,2.0159,1.0266,1.6768,-0.42808,1.214,-0.19592,class2
1.1315,-1.2359,1.3433,-0.17828,-1.0307,-0.066455,-0.3178,0.91802,-0.96317,-0.30353,1.0465,0.61131,1.4464,0.4606,0.13364,1.0266,-1.3831,-0.42808,-0.82291,-0.19592,class2
-1.2539,0.25682,-0.50318,-0.10345,-0.59101,-0.69936,1.3374,0.91802,-0.96317,-0.30353,1.0465,0.61131,1.7102,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
-0.4588,-0.074883,-0.50318,-0.15333,1.1325,1.8323,-1.973,-1.7636,-2.3754,-0.30353,1.0465,-1.2931,2.1497,0.4606,0.13364,-0.70457,1.6768,-0.42808,1.214,-0.19592,class2
-0.4588,0.75439,1.3433,-0.17828,-0.38624,1.8323,1.3374,0.91802,0.4491,-0.30353,1.0465,-1.2931,0.03991,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class2
-1.2539,0.25682,1.3433,-0.17828,-0.73413,-0.69936,1.3374,0.91802,0.4491,-0.30353,1.0465,0.61131,2.1497,0.4606,0.13364,1.0266,-1.3831,-0.42808,-0.82291,-0.19592,class1
-0.4588,0.50561,-0.50318,0.04619,0.22806,-0.69936,-0.3178,0.91802,0.4491,-0.30353,-0.76559,0.61131,0.03991,0.4606,0.13364,-0.70457,0.14688,2.3337,1.214,-0.19592,class1
-1.2539,-0.24074,1.3433,-0.17828,0.24612,-0.69936,1.3374,-1.7636,-0.96317,-0.30353,1.0465,-1.2931,-0.22381,-2.3739,-1.7487,2.7577,0.14688,-0.42808,1.214,-0.19592,class1
-1.2539,0.25682,-0.50318,-0.17828,-0.7313,-0.69936,-1.1454,0.91802,-0.96317,-0.30353,1.0465,-0.34088,-1.015,0.4606,-1.7487,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class1
1.1315,1.2519,1.3433,-0.17828,1.6239,-0.69936,-0.3178,0.91802,-0.96317,-0.30353,-0.76559,-1.2931,-0.92708,-0.95663,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class1
1.1315,0.25682,1.3433,-0.10345,-0.50315,-0.69936,0.5098,0.91802,1.8614,3.8831,-0.76559,0.61131,-0.22381,0.4606,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
1.1315,0.25682,-0.50318,-0.10345,-0.70614,-0.69936,1.3374,0.91802,0.4491,-0.30353,-1.6716,-1.2931,0.03991,0.4606,0.13364,-0.70457,1.6768,-0.42808,1.214,-0.19592,class2
-1.2539,-0.24074,-0.50318,-0.10345,-0.49217,-0.69936,-0.3178,0.91802,-0.96317,-0.30353,1.0465,0.61131,-0.92708,-2.3739,-1.7487,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class1
-1.2539,0.25682,-0.50318,-0.17828,-0.052523,-0.69936,-1.1454,0.91802,-0.96317,-0.30353,-1.6716,-0.34088,-0.75127,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class1
-1.2539,-0.24074,-0.50318,-0.12839,0.13418,-0.69936,-1.1454,-1.7636,-0.96317,-0.30353,1.0465,0.61131,-1.1908,0.4606,-1.7487,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
-0.4588,-0.7383,-0.50318,-0.10345,-0.88753,0.56645,-0.3178,0.91802,0.4491,-0.30353,0.14043,-1.2931,2.6772,0.4606,0.13364,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class1
-0.4588,-0.7383,-0.50318,-0.17828,-0.44966,-0.69936,0.5098,0.024135,0.4491,-0.30353,1.0465,-0.34088,-0.48754,0.4606,-1.7487,-0.70457,0.14688,2.3337,1.214,-0.19592,class2
1.1315,0.75439,0.42008,0.04619,0.35453,-0.066455,-0.3178,-0.86975,0.4491,-0.30353,-0.76559,-0.34088,-0.83917,0.4606,0.13364,1.0266,-1.3831,-0.42808,-0.82291,-0.19592,class2
-0.4588,0.25682,1.3433,-0.028632,0.87565,-0.69936,-1.1454,-0.86975,-0.96317,-0.30353,1.0465,1.5635,-1.015,0.4606,2.0159,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
1.1315,0.25682,-0.50318,-0.10345,-0.0589,1.8323,-1.1454,0.91802,0.4491,-0.30353,-0.76559,0.61131,-0.92708,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class2
1.1315,0.25682,1.3433,-0.028632,-0.47623,1.8323,-0.3178,0.024135,-0.96317,-0.30353,-0.76559,0.61131,-0.22381,0.4606,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
-0.4588,-0.24074,-0.50318,0.04619,0.41369,-0.69936,1.3374,-1.7636,0.4491,1.7898,-1.6716,-1.2931,-0.22381,-2.3739,0.13364,-0.70457,1.6768,-0.42808,1.214,-0.19592,class2
-0.4588,-0.7383,1.3433,-0.17828,-0.81951,-0.69936,0.5098,-0.86975,0.4491,-0.30353,0.14043,-1.2931,1.0069,0.4606,0.13364,1.0266,-1.3831,2.3337,-0.82291,-0.19592,class2
-0.4588,-0.7383,1.3433,-0.17828,-0.45213,-0.066455,-1.1454,0.91802,0.4491,-0.30353,-1.6716,0.61131,-0.75127,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
-0.4588,2.2471,-1.4264,0.04619,1.1141,-0.69936,1.3374,0.91802,-0.96317,-0.30353,0.14043,1.5635,2.0618,0.4606,-1.7487,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class1
1.1315,0.008044,-0.50318,-0.15333,-0.28173,1.8323,1.3374,0.91802,0.4491,-0.30353,1.0465,-1.2931,0.919,0.4606,0.13364,-0.70457,1.6768,-0.42808,1.214,-0.19592,class2
1.1315,1.2519,1.3433,-0.17828,1.1842,-0.69936,1.3374,0.91802,0.4491,-0.30353,1.0465,0.61131,-0.13591,0.4606,0.13364,1.0266,1.6768,-0.42808,1.214,-0.19592,class2
1.1315,-0.48952,1.3433,-0.10345,-0.64202,-0.69936,-0.3178,0.91802,-0.96317,-0.30353,-0.76559,0.61131,0.65527,0.4606,0.13364,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class2
1.1315,-0.24074,1.3433,-0.10345,-0.36605,-0.69936,-0.3178,-0.86975,-0.96317,-0.30353,-1.6716,0.61131,-0.92708,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class2
1.1315,1.2519,-0.50318,-0.17828,-0.83687,0.56645,1.3374,0.91802,0.4491,-0.30353,1.0465,-0.34088,0.03991,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
-0.4588,-0.48952,1.3433,-0.10345,-0.61439,1.8323,1.3374,0.91802,0.4491,3.8831,1.0465,-1.2931,1.2706,0.4606,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
1.1315,0.50561,0.42008,0.04619,0.65388,-0.69936,0.5098,0.024135,0.4491,-0.30353,1.0465,0.61131,-0.83917,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class2
-0.4588,-1.2359,-0.50318,-0.10345,-0.94988,-0.69936,-1.1454,0.024135,1.8614,-0.30353,0.14043,-1.2931,-0.83917,0.4606,0.13364,-0.70457,-1.3831,-0.42808,-0.82291,5.0991,class2
-1.2539,-0.24074,-0.50318,-0.10345,0.084224,-0.69936,0.5098,0.91802,-0.96317,3.8831,-1.6716,-1.2931,-0.92708,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
-0.4588,-0.98708,-0.50318,-0.10345,-0.73165,-0.69936,1.3374,0.91802,-0.96317,-0.30353,1.0465,-1.2931,-0.92708,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
1.1315,-0.24074,1.3433,-0.17828,-0.78515,-0.69936,-1.1454,0.91802,-0.96317,-0.30353,-1.6716,-0.34088,-0.48754,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class2
0.33634,0.25682,1.3433,-0.10345,-0.043666,1.8323,-0.3178,0.024135,0.4491,-0.30353,-0.76559,0.61131,-0.39963,0.4606,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
1.1315,-0.98708,-0.50318,-0.17828,-0.27075,0.56645,1.3374,-0.86975,0.4491,-0.30353,1.0465,1.5635,1.3585,0.4606,2.0159,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class2
-1.2539,-0.24074,-0.50318,-0.12839,-0.28669,-0.69936,-0.3178,-0.86975,0.4491,-0.30353,-0.76559,0.61131,-1.1908,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class1
-0.4588,-0.7383,1.3433,-0.15333,-0.49996,-0.69936,-1.973,0.91802,0.4491,-0.30353,-0.76559,0.61131,-0.13591,0.4606,0.13364,1.0266,1.6768,-0.42808,1.214,-0.19592,class2
1.1315,-0.7383,1.3433,-0.10345,-0.97397,0.56645,1.3374,0.91802,0.4491,-0.30353,1.0465,-0.34088,0.56736,0.4606,0.13364,1.0266,0.14688,2.3337,1.214,-0.19592,class2
-1.2539,-0.7383,-2.3497,-0.053572,-0.76637,-0.69936,0.5098,0.91802,0.4491,-0.30353,0.14043,-1.2931,-0.66336,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class1
-1.2539,-0.24074,-1.4264,-0.10345,-0.47162,-0.69936,-1.1454,0.024135,0.4491,1.7898,1.0465,1.5635,0.03991,-2.3739,2.0159,-0.70457,1.6768,-0.42808,1.214,-0.19592,class2
-0.4588,-0.7383,-0.50318,-0.10345,-0.76814,-0.69936,0.5098,0.91802,0.4491,3.8831,0.14043,-1.2931,-0.57545,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,5.0991,class2
1.1315,0.50561,-0.50318,-0.053572,0.67975,1.8323,1.3374,0.91802,0.4491,-0.30353,1.0465,-0.34088,1.0948,0.4606,0.13364,4.4888,0.14688,2.3337,1.214,-0.19592,class2
0.33634,0.25682,-0.50318,-0.10345,0.66628,-0.69936,0.5098,0.91802,0.4491,-0.30353,-0.76559,0.61131,-0.92708,-2.3739,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
-0.4588,-0.90415,-0.50318,-0.17828,1.4301,-0.69936,-1.973,-0.86975,0.4491,-0.30353,1.0465,1.5635,3.0288,-2.3739,2.0159,-0.70457,1.6768,-0.42808,1.214,-0.19592,class2
-1.2539,0.25682,-0.50318,-0.10345,0.13772,-0.69936,-0.3178,-0.86975,-0.96317,-0.30353,1.0465,0.61131,-0.66336,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
-0.4588,-0.7383,-0.50318,-0.10345,-0.74866,0.56645,-0.3178,0.024135,-2.3754,-0.30353,-1.6716,0.61131,-0.83917,0.4606,0.13364,-0.70457,0.14688,-0.42808,1.214,-0.19592,class2
1.1315,1.2519,1.3433,-0.10345,2.23,-0.69936,-0.3178,-0.86975,-0.96317,-0.30353,-0.76559,0.61131,-0.39963,-0.95663,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class2
1.1315,-0.24074,1.3433,-0.17828,-0.79471,-0.69936,-0.3178,0.91802,-0.96317,-0.30353,0.14043,-1.2931,0.03991,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class2
