@relation image-weka.filters.unsupervised.instance.Randomize-S42

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute class {class1,class2}

@data
-1.1091,-0.00726,-0.35697,-0.19451,-0.31064,-0.10509,-0.39465,-0.12581,-0.93173,-0.93042,-0.93093,-0.9237,0.76946,-0.75891,0.51423,-0.9662,2.3434,-0.51695,class1
-1.4517,-1.1902,-0.35697,-0.19451,-0.16655,-0.064212,-0.31771,-0.1255,-0.41949,-0.35008,-0.40253,-0.50204,0.97089,-0.23094,-0.5823,-0.43034,-0.096808,-0.1757,class1
1.0429,-0.54654,-0.35697,-0.19451,-0.39298,-0.1226,-0.45621,-0.13513,1.3957,1.2007,1.637,1.2793,-2.9043,2.7552,-1.7558,1.638,-0.33145,-0.56939,class1
1.4404,-1.9382,-0.35697,-0.19451,-0.37239,-0.12124,-0.22537,-0.12358,2.1475,2.1235,2.094,2.2112,-1.9643,1.4041,-0.40916,2.1014,-0.96018,-0.65097,class1
-1.5751,0.84515,-0.35697,-0.19451,0.88326,-0.029442,1.175,-0.015016,0.20238,0.2144,0.24074,0.14266,-0.055464,0.42192,-0.65924,0.22201,-0.65196,-0.44622,class1
-1.301,2.2195,-0.35697,-0.19451,0.20397,-0.08535,1.5444,-0.11287,-0.42919,-0.32471,-0.60675,-0.31261,1.297,-1.5367,1.303,-0.52094,-0.85619,1.7148,class2
-1.3832,0.84515,-0.35697,-0.19451,-0.26947,-0.10695,2.0368,-0.047408,0.13059,0.14781,0.14119,0.099882,0.050049,0.17781,-0.35145,0.12105,-0.77551,-0.50528,class1
0.069715,-1.5903,-0.35697,-0.19451,-0.29005,-0.10396,-0.44082,-0.12595,0.58753,0.61081,0.61343,0.52765,-0.26649,0.65468,-0.842,0.59996,-0.77917,-0.43973,class2
-1.4106,1.3322,-0.35697,-0.19451,0.36865,-0.073572,0.66719,-0.095579,0.46238,0.43005,0.57003,0.3596,-0.66936,1.0975,-1.1883,0.55595,-0.47975,-0.45477,class1
-0.25925,1.2105,-0.35697,-0.19451,-0.31064,-0.10607,-0.42543,-0.12962,-0.59218,-0.60378,-0.72672,-0.41344,0.37618,-1.3834,1.9666,-0.60637,-0.16657,2.3121,class2
-1.2598,0.14931,2.4101,-0.19451,-0.31064,-0.10505,-0.19459,-0.1232,-0.91912,-0.91774,-0.91817,-0.91148,0.75987,-0.74756,0.50461,-0.95325,1.095,-0.51091,class1
-0.64304,-1.0684,2.4101,-0.19451,-0.45473,-0.11839,-0.22537,-0.1255,1.9118,1.9396,1.8872,1.8934,-1.3024,1.4041,-1.0728,1.8917,-0.98381,-0.53226,class1
1.0703,-0.52915,-0.35697,-0.19451,0.28631,0.016392,0.28246,0.058328,-0.793,-0.8448,-0.74204,-0.79537,0.17475,-0.31042,0.35071,-0.77463,1.4599,-0.62761,class1
-0.45114,-1.0684,-0.35697,-0.19451,-0.001872,-0.098077,-0.14843,-0.12793,2.264,2.2694,2.1859,2.3273,-1.7916,1.3359,-0.46687,2.1946,-1.0214,-0.63449,class1
0.13825,1.5236,-0.35697,-0.19451,-0.001872,-0.097701,-0.071482,-0.12062,-0.50001,-0.5245,-0.63993,-0.30344,0.18434,-1.3437,2.0917,-0.51317,-0.22487,2.3881,class2
1.5638,-0.024656,-0.35697,-0.19451,-0.59882,-0.1259,-0.57932,-0.13715,-0.82501,-0.73698,-0.86201,-0.85648,1.4697,-0.92355,0.091011,-0.88336,0.67652,0.26497,class1
-1.4654,-0.58133,-0.35697,-0.19451,-0.31064,-0.11897,-0.48699,-0.13639,-0.8968,-0.92091,-0.85691,-0.91148,0.51047,-0.46938,0.28338,-0.89112,2.1867,-0.51861,class1
1.5089,1.2627,-0.35697,-0.19451,-0.084209,-0.097577,-0.056093,-0.12065,0.26738,0.25563,0.33008,0.20071,-0.32404,0.63765,-0.75543,0.31262,-0.58103,-0.46056,class1
-0.69787,0.062325,-0.35697,-0.19451,1.0891,-0.04592,-0.20998,-0.11896,0.21499,0.18903,0.302,0.13349,-0.41037,0.75687,-0.87085,0.28414,-0.47991,-0.45177,class2
-0.067353,-0.85967,-0.35697,-0.19451,-0.57824,-0.12533,-0.53315,-0.13885,1.6974,1.6066,1.8157,1.6246,-2.2041,2.1818,-1.4864,1.8192,-0.65748,-0.555,class1
0.41238,-0.96405,-0.35697,-0.19451,0.57449,-0.042866,-0.62549,-0.13543,-0.91039,-0.87651,-0.9488,-0.88703,1.0476,-1.003,0.64889,-0.98432,-1.3629,-0.32243,class2
-0.20442,0.87995,-0.35697,-0.19451,-0.55765,-0.1259,-0.19459,-0.13759,-0.6174,-0.62598,-0.72672,-0.47149,0.42414,-1.2358,1.6685,-0.65555,-0.29608,2.4207,class2
-1.3284,1.4018,-0.35697,-0.19451,0.039298,-0.087978,0.22091,-0.10475,0.49343,0.48396,0.57514,0.39932,-0.48711,0.94989,-1.1209,0.56113,-0.56959,-0.43646,class1
0.56316,1.0191,-0.35697,-0.19451,0.4304,-0.033359,0.43635,-0.099934,0.5594,0.56324,0.65172,0.43904,-0.41997,1.0748,-1.3999,0.63879,-0.50674,-0.39836,class1
1.7145,0.6364,-0.35697,-0.19451,0.080467,-0.10088,-0.24076,-0.093569,0.15096,0.10341,0.25606,0.069327,-0.55426,0.825,-0.842,0.23755,-0.34931,-0.47849,class1
-1.6299,-0.7379,-0.35697,4.3904,0.82151,0.067596,0.91341,0.34455,-0.64359,-0.71795,-0.58122,-0.63954,-0.15139,-0.11172,0.3411,-0.61154,0.88154,-0.66372,class1
0.71393,-0.82488,-0.35697,-0.19451,-0.18713,-0.097055,3.4834,0.055052,-0.18956,-0.11858,-0.24682,-0.18733,0.79824,-0.53751,0.11025,-0.27243,-0.9909,-0.34991,class2
0.17937,-1.2946,-0.35697,-0.19451,-0.31064,-0.10659,-0.1792,-0.12201,2.2785,2.2916,2.2114,2.3212,-1.7341,1.4211,-0.66886,2.2205,-1.0174,-0.60862,class1
1.2485,0.79297,-0.35697,-0.19451,-0.39298,-0.11864,-0.13304,-0.13306,-0.53591,-0.57207,-0.65525,-0.35233,0.1076,-1.2358,1.9859,-0.55459,-0.11448,2.4646,class2
1.0977,1.2279,-0.35697,-0.19451,-0.10479,-0.10054,0.82108,-0.088421,0.11119,0.12244,0.14374,0.060161,0.011681,0.30838,-0.5342,0.12364,-0.64094,-0.43659,class1
0.097128,0.010136,-0.35697,-0.19451,-0.61941,-0.12566,-0.6101,-0.13891,-0.9424,-0.93677,-0.94115,-0.93897,0.81742,-0.76459,0.47576,-0.97655,2.5102,-0.47336,class1
-1.0817,1.9411,-0.35697,-0.19451,0.018713,-0.086263,-0.19459,-0.0794,-0.68531,-0.72112,-0.80075,-0.5051,0.2323,-1.3323,2.0244,-0.68403,0.40956,2.3808,class2
-0.3552,1.0539,-0.35697,-0.19451,-0.022456,-0.054219,1.529,0.93703,-0.14493,-0.14395,-0.12429,-0.169,0.12679,0.01885,-0.15907,-0.14817,-0.64142,-0.53078,class1
1.413,-1.7991,-0.35697,-0.19451,-0.31064,-0.11637,-0.44082,-0.12737,2.3037,2.317,2.214,2.3731,-1.7533,1.2905,-0.4284,2.2231,-1.0425,-0.63747,class1
-0.067353,-0.2682,2.4101,-0.19451,-0.47531,-0.11302,-0.41004,-0.13759,-0.3962,-0.3374,-0.3668,-0.48371,0.85579,-0.12875,-0.64001,-0.39409,-0.064646,-0.20748,class1
-1.6162,-0.16383,-0.35697,-0.19451,-0.26947,-0.10972,-0.086871,-0.11851,-0.59024,-0.47693,-0.62206,-0.65482,1.5081,-0.69646,-0.33221,-0.6452,-0.079929,0.11878,class1
0.16566,1.0191,-0.35697,-0.19451,-0.022456,-0.041336,0.32863,0.016575,-0.05568,-0.039298,-0.029843,-0.10178,0.19393,0.12671,-0.40916,-0.052388,-0.61818,-0.413,class1
-1.1776,2.1325,2.4101,-0.19451,0.14222,-0.05455,-0.16382,-0.098796,-0.56792,-0.57841,-0.71396,-0.37677,0.36659,-1.4402,2.0725,-0.5753,-0.14478,2.2865,class2
0.069715,1.1409,-0.35697,-0.19451,-0.37239,-0.11971,-0.34848,-0.12449,-0.65621,-0.66721,-0.78288,-0.48677,0.43373,-1.3834,1.9089,-0.6685,0.054968,2.3018,class2
0.056008,1.1235,-0.35697,-0.19451,0.65683,-0.082464,0.60563,-0.099235,0.62925,0.59813,0.73085,0.5307,-0.79406,1.194,-1.2267,0.71904,-0.55522,-0.46346,class1
-0.91717,-1.7121,-0.35697,-0.19451,-0.41356,-0.11612,-0.56393,-0.1346,1.969,1.854,2.0021,2.0187,-2.6453,1.8355,-0.45725,2.0082,-0.7511,-0.66911,class1
-0.71157,-1.8165,-0.35697,-0.19451,-0.35181,-0.11862,-0.41004,-0.1286,2.3697,2.3899,2.2727,2.4404,-1.7437,1.2962,-0.44763,2.2826,-1.0571,-0.635,class1
-0.20442,1.2627,-0.35697,4.3904,0.65683,-0.085791,1.2366,-0.057517,0.40417,0.40151,0.47814,0.31376,-0.35282,0.825,-1.044,0.46276,-0.56618,-0.4269,class1
-1.4243,-0.58133,-0.35697,-0.19451,-0.45473,-0.12632,-0.45621,-0.1306,2.002,2.0855,1.9383,1.9759,-0.8708,1.2167,-1.1883,1.9435,-1.0827,-0.47557,class1
-1.6573,1.1235,-0.35697,-0.19451,-0.12538,-0.11196,-0.025315,-0.12725,-0.55822,-0.55621,-0.69354,-0.39205,0.4721,-1.3607,1.832,-0.58825,-0.37005,2.3086,class2
-0.50597,0.98432,-0.35697,-0.19451,-0.14596,-0.10642,0.39019,-0.091054,0.34984,0.35394,0.41687,0.26182,-0.24731,0.73416,-0.9959,0.40063,-0.55177,-0.41792,class1
-1.6436,-0.38998,-0.35697,-0.19451,0.1628,-0.075774,-0.17921,-0.12984,-0.52718,-0.41351,-0.55825,-0.59371,1.4601,-0.63969,-0.3803,-0.58048,-0.21918,0.098223,class1
1.3033,-0.21601,-0.35697,-0.19451,0.24514,-0.090393,-0.040704,-0.11301,-0.19538,-0.21055,-0.13706,-0.24844,0.021273,0.2289,-0.40916,-0.16111,-0.33975,-0.45416,class2
-0.42373,-0.7553,-0.35697,-0.19451,0.10105,-0.10082,-0.44082,-0.13158,0.55746,0.52519,0.64151,0.48181,-0.7461,1.018,-0.97666,0.62844,-0.59594,-0.48757,class2
1.2896,0.91474,-0.35697,4.3904,0.080467,-0.08588,0.74413,-0.091856,0.60888,0.58544,0.72319,0.48793,-0.70773,1.2621,-1.4287,0.71128,-0.49245,-0.43211,class1
0.001181,-1.3468,2.4101,-0.19451,-0.47531,-0.11367,-0.071482,-0.12688,2.2921,2.2821,2.2242,2.3579,-1.9547,1.4268,-0.45725,2.2334,-0.99325,-0.64374,class1
1.7419,0.91474,-0.35697,4.3904,-0.001871,-0.1017,0.72875,-0.091624,0.41582,0.38565,0.52409,0.31071,-0.61181,1.0634,-1.1883,0.50936,-0.46635,-0.44569,class1
1.7557,1.3496,-0.35697,-0.19451,0.40982,-0.067291,0.11319,-0.10046,0.18104,0.18269,0.22287,0.12738,-0.1322,0.4276,-0.59191,0.20389,-0.63976,-0.45619,class1
0.52204,0.1667,-0.35697,-0.19451,-0.66057,-0.12347,-0.6101,-0.13554,-0.92979,-0.90823,-0.93349,-0.93592,0.95171,-0.7873,0.37957,-0.96878,2.3886,-0.29745,class2
-0.053646,-0.18122,-0.35697,-0.19451,-0.063625,-0.0932,0.14396,-0.11416,-0.43986,-0.36594,-0.43061,-0.51732,1.0284,-0.29907,-0.52458,-0.45881,-0.13273,-0.14412,class1
-1.4654,-0.00726,-0.35697,-0.19451,-0.43414,-0.10807,-0.50237,-0.13306,-0.9424,-0.9336,-0.95391,-0.92675,0.8462,-0.84975,0.59118,-0.98949,2.4291,-0.52177,class1
-0.13589,0.11451,-0.35697,-0.19451,-0.4959,-0.11971,-0.44082,-0.13054,-0.77942,-0.69258,-0.81606,-0.81065,1.4217,-0.88381,0.071773,-0.84194,0.23959,0.19817,class1
-0.972,0.25368,-0.35697,-0.19451,-0.61941,-0.1207,-0.56393,-0.13306,-0.96375,-0.93677,-0.99986,-0.93592,1.0284,-1.0314,0.71622,-1.0361,-0.40979,-0.52969,class1
-1.4929,0.079721,-0.35697,-0.19451,-0.51648,-0.12557,-0.48699,-0.13488,-0.82501,-0.74015,-0.86201,-0.85342,1.4409,-0.92355,0.11987,-0.88595,0.58962,0.24402,class1
1.6734,0.619,-0.35697,-0.19451,0.24514,-0.01466,3.6834,2.7326,-0.033367,-0.067839,0.018658,-0.062058,-0.28568,0.31974,-0.25526,0.007152,-0.60302,-0.76776,class1
0.27532,0.54942,-0.35697,4.3904,1.1303,0.66692,2.083,1.924,-0.67464,-0.71478,-0.61185,-0.7037,0.18434,-0.13443,0.042918,-0.64261,1.4034,-0.50321,class2
-1.205,1.2627,-0.35697,-0.19451,-0.2283,-0.10505,-0.30232,-0.12629,-0.62031,-0.60696,-0.77522,-0.44093,0.62558,-1.5424,1.9859,-0.62967,0.014674,2.1482,class2
1.084,-1.9382,-0.35697,-0.19451,-0.41356,-0.11575,-0.1792,-0.12682,2.3678,2.3614,2.2727,2.4618,-1.9835,1.3076,-0.2264,2.2826,-1.0266,-0.67301,class1
-1.205,-0.79009,-0.35697,-0.19451,-0.33122,-0.12334,0.036241,-0.091302,0.17716,0.2366,0.17692,0.11821,0.39537,0.14375,-0.64001,0.1573,-0.73574,-0.33855,class2
-1.3147,-0.79009,-0.35697,-0.19451,-0.45473,-0.11172,0.05163,-0.10067,0.85627,0.76621,1.0168,0.74153,-1.5135,1.7731,-1.4864,1.009,-0.44416,-0.50646,class2
-0.28666,0.41025,-0.35697,4.3904,0.45099,-0.07853,0.62102,-0.095977,0.33335,0.31271,0.41943,0.24654,-0.45833,0.84771,-0.97666,0.40322,-0.51591,-0.44876,class2
-0.88976,-0.12903,-0.35697,-0.19451,-0.43414,-0.11862,-0.45621,-0.13432,-0.3574,-0.38497,-0.29277,-0.40427,0.040457,0.13807,-0.2745,-0.31902,-0.15218,-0.48021,class2
-0.34149,0.54942,-0.35697,-0.19451,-0.51648,-0.11706,-0.44082,-0.13423,-0.35934,-0.36594,-0.54038,-0.13233,0.2323,-1.5026,2.3129,-0.36821,-0.47656,2.2858,class2
1.413,1.1757,-0.35697,-0.19451,-0.16655,-0.11347,-0.025315,-0.11989,0.3188,0.31906,0.37603,0.24654,-0.2569,0.64333,-0.83238,0.35921,-0.60142,-0.43849,class1
-0.91717,-0.21601,-0.35697,-0.19451,0.49216,-0.050338,-0.10226,-0.12399,-0.46412,-0.49279,-0.41274,-0.49288,0.11719,-0.037921,-0.053269,-0.44069,-0.077381,-0.51175,class2
0.68652,1.1235,-0.35697,-0.19451,0.40982,-0.069926,-0.025315,-0.11807,0.49052,0.48079,0.57259,0.39626,-0.48711,0.94989,-1.1209,0.55854,-0.57203,-0.43794,class1
1.2348,1.0191,-0.35697,-0.19451,0.24514,-0.094514,0.082408,-0.10646,0.4488,0.44908,0.52919,0.34737,-0.36241,0.90448,-1.169,0.51453,-0.53805,-0.41492,class1
1.317,-0.2856,-0.35697,-0.19451,-0.26947,-0.1226,-0.44082,-0.13431,-0.91233,-0.92725,-0.89264,-0.91148,0.60639,-0.61698,0.43728,-0.92736,2.2785,-0.55875,class1
-1.5477,-1.1728,5.1773,-0.19451,-0.24888,-0.12268,-0.30232,-0.12279,-0.45053,-0.38179,-0.43061,-0.53565,0.99008,-0.23662,-0.59191,-0.45881,-0.018414,-0.1678,class1
0.11084,0.30587,-0.35697,-0.19451,-0.66057,-0.12347,-0.64087,-0.13724,-0.9686,-0.93677,-1.0101,-0.93897,1.0764,-1.0712,0.73546,-1.0464,-0.89646,-0.47336,class2
-1.6848,1.1583,-0.35697,-0.19451,0.24514,-0.094934,0.020852,-0.089728,-0.14105,-0.13761,-0.09366,-0.19955,0.14597,0.20052,-0.48611,-0.11711,-0.42874,-0.4177,class1
-0.45114,-1.3816,2.4101,-0.19451,-0.43414,-0.11451,-0.34848,-0.12234,2.2727,2.3011,2.1578,2.3579,-1.5902,1.0975,-0.26488,2.1661,-1.0883,-0.64995,class1
0.28902,-0.89447,-0.35697,-0.19451,-0.35181,-0.11599,-0.20998,-0.13035,-0.28367,-0.25812,-0.20087,-0.40427,0.46251,0.31974,-1.0055,-0.22583,0.10527,-0.28794,class1
0.37126,1.6802,-0.35697,-0.19451,-0.35181,-0.11203,-0.27154,-0.10339,-0.58733,-0.60696,-0.71396,-0.41038,0.29944,-1.3266,1.9474,-0.60378,-0.044623,2.3747,class2
0.34385,0.35806,-0.35697,-0.19451,-0.4959,-0.12566,-0.50237,-0.13759,-0.90457,-0.9336,-0.86457,-0.91453,0.4721,-0.47506,0.33148,-0.89889,2.4494,-0.54957,class1
1.4267,0.010136,-0.35697,-0.19451,-0.37239,-0.12566,-0.42543,-0.13438,-0.81628,-0.73381,-0.8518,-0.84426,1.4121,-0.90652,0.11987,-0.87559,0.52106,0.21046,class1
1.6049,-0.59873,-0.35697,-0.19451,-0.51648,-0.11665,-0.41004,-0.13079,-0.923,-0.91457,-0.92072,-0.9237,0.82701,-0.74188,0.42766,-0.95584,2.056,-0.43962,class2
1.4404,-0.11164,-0.35697,-0.19451,0.51274,-0.10659,-0.27154,-0.12554,0.052007,0.020957,0.12842,-0.010115,-0.32404,0.5525,-0.61115,0.10811,-0.40238,-0.48102,class2
-0.94459,1.2627,-0.35697,-0.19451,0.18339,-0.095628,0.55947,-0.065522,0.34111,0.32857,0.41432,0.26182,-0.39119,0.76823,-0.90933,0.39804,-0.56472,-0.44771,class1
1.4678,0.044929,-0.35697,4.3904,0.18339,0.13771,-0.3331,-0.033112,-0.93076,-0.92408,-0.93349,-0.9237,0.81742,-0.78162,0.50461,-0.96878,2.3605,-0.48171,class1
-1.3147,-1.8339,5.1773,-0.19451,-0.41356,-0.10931,-0.19459,-0.11824,0.81843,0.74718,0.96314,0.70486,-1.312,1.6368,-1.4576,0.95461,-0.48065,-0.49228,class2
1.5912,0.37546,-0.35697,-0.19451,-0.70174,-0.12731,-0.67165,-0.14017,-0.97054,-0.93677,-1.0152,-0.93897,1.0956,-1.0939,0.7547,-1.0516,-1.8698,0.88194,class2
-1.0817,0.53202,2.4101,-0.19451,0.47157,0.055786,-0.22537,-0.11945,-0.80367,-0.66087,-0.90796,-0.80759,1.9493,-1.355,0.3411,-0.82641,0.59145,0.87875,class2
-1.3421,-0.30299,-0.35697,-0.19451,-0.47531,-0.11798,-0.31771,-0.13003,-0.9133,-0.92725,-0.90286,-0.90231,0.61599,-0.67943,0.53347,-0.93772,2.2988,-0.58963,class1
0.2342,-0.40737,-0.35697,-0.19451,-0.45473,-0.12136,-0.28693,-0.12474,-0.38844,-0.3152,-0.36169,-0.48677,0.98049,-0.14011,-0.74581,-0.38892,-0.021456,-0.16851,class1
0.82359,-0.68571,-0.35697,-0.19451,-0.47531,-0.11637,-0.53315,-0.13236,-0.36128,-0.40399,-0.29532,-0.3951,-0.093833,0.14375,-0.14946,-0.32161,-0.099836,-0.5319,class2
0.86471,1.0887,-0.35697,-0.19451,-0.37239,-0.12367,-0.45621,-0.13664,-0.48546,-0.49913,-0.59654,-0.33399,0.27067,-1.1393,1.6589,-0.53906,-0.54755,2.5563,class2
-0.78011,-0.2856,2.4101,-0.19451,-0.29005,-0.057275,-0.36387,-0.096592,-0.92397,-0.93042,-0.91051,-0.9237,0.69272,-0.66808,0.43728,-0.94549,2.4291,-0.5071,class1
-0.43744,1.9585,2.4101,-0.19451,-0.04304,-0.067185,-0.11765,-0.1243,-0.64262,-0.66404,-0.76756,-0.46538,0.32822,-1.3607,1.9763,-0.65038,0.089149,2.3491,class2
-0.68416,-0.18122,-0.35697,4.3904,0.38923,-0.03538,1.0365,-0.034333,-0.24001,-0.44839,0.000789,-0.32483,-1.6957,1.4097,-0.6881,-0.021324,0.85488,-0.60424,class1
1.5089,-1.7643,-0.35697,-0.19451,-0.26947,-0.11864,-0.39465,-0.13186,2.6346,2.8339,2.3824,2.7154,-0.33364,0.47869,-0.47649,2.3939,-1.3895,-0.50688,class1
1.084,0.6538,-0.35697,-0.19451,-0.2283,-0.11599,1.8829,1.1027,0.18395,0.14781,0.23819,0.15182,-0.47752,0.51276,-0.38992,0.21942,-0.5203,-0.56648,class1
1.2485,0.47983,-0.35697,-0.19451,-0.63999,-0.12109,-0.64087,-0.13724,-0.96763,-0.93677,-1.0075,-0.93897,1.0668,-1.0598,0.72584,-1.0439,-0.89646,-0.47336,class2
-0.094767,-0.66831,-0.35697,-0.19451,0.51274,-0.028783,-0.040704,-0.024233,-0.75613,-0.83529,-0.67312,-0.77092,-0.10342,-0.066307,0.21605,-0.70474,1.5209,-0.62523,class1
0.11084,-0.47696,2.4101,-0.19451,-0.33122,-0.10451,0.097797,-0.082989,-0.39717,-0.30568,-0.38722,-0.49288,1.1531,-0.25933,-0.71696,-0.4148,-0.089538,-0.10858,class1
-0.60192,0.37546,-0.35697,4.3904,0.98618,-0.026193,1.4059,-0.036232,-0.61837,-0.65452,-0.55314,-0.65482,0.17475,-0.071984,-0.053269,-0.58307,0.46356,-0.4526,class1
-1.2461,0.13191,-0.35697,-0.19451,-0.57824,-0.12334,-0.4716,-0.13079,-0.94919,-0.92725,-0.97178,-0.93286,0.97089,-0.92923,0.6008,-1.0076,2.1858,-0.44861,class2
-0.46485,-0.14643,2.4101,-0.19451,-0.063625,-0.095182,0.40558,-0.092058,-0.44859,-0.35008,-0.46124,-0.52343,1.2587,-0.45235,-0.49573,-0.48988,-0.22588,-0.050517,class1
-1.2324,-0.2856,-0.35697,-0.19451,3.0858,0.20644,2.0522,0.15819,-0.72121,-0.72746,-0.73438,-0.69148,0.52966,-0.67943,0.62004,-0.76687,1.0865,-0.73128,class1
0.15196,0.097117,2.4101,-0.19451,0.018713,-0.058514,-0.11765,-0.086516,-0.32344,-0.39131,-0.21363,-0.38594,-0.35282,0.46734,-0.43802,-0.23877,0.1001,-0.51649,class2
-1.1365,1.3496,-0.35697,-0.19451,0.080466,-0.082301,0.52869,-0.059856,0.58365,0.56324,0.6849,0.4757,-0.65977,1.1543,-1.2941,0.67245,-0.52685,-0.43979,class1
-0.43744,1.9585,2.4101,-0.19451,-0.04304,-0.067185,-0.11765,-0.1243,-0.64262,-0.66404,-0.76756,-0.46538,0.32822,-1.3607,1.9763,-0.65038,0.089149,2.3491,class2
-0.78011,-0.25081,-0.35697,-0.19451,-0.14596,-0.05521,-0.36387,-0.10793,-0.91912,-0.92725,-0.90541,-0.91759,0.67354,-0.6624,0.4469,-0.94031,2.375,-0.5071,class1
0.083422,0.35806,-0.35697,-0.19451,-0.70174,-0.12731,-0.67165,-0.14017,-0.97054,-0.93677,-1.0152,-0.93897,1.0956,-1.0939,0.7547,-1.0516,-1.8698,0.88194,class2
0.8373,-1.3468,-0.35697,-0.19451,-0.45473,-0.11839,-0.37926,-0.1255,2.5793,2.7578,2.3288,2.6787,-0.47752,0.44463,-0.2745,2.3396,-1.3851,-0.5628,class1
-0.012526,0.67119,2.4101,-0.19451,-0.18713,-0.10212,-0.11765,-0.12506,-0.70762,-0.70844,-0.68077,-0.7312,0.56802,-0.40126,0.11025,-0.7125,0.23231,-0.43124,class2
0.4398,-1.7991,-0.35697,-0.19451,-0.20772,-0.11036,0.69797,-0.06401,-0.041128,-0.023441,-0.032396,-0.068169,0.19393,0.024527,-0.23602,-0.054977,-0.72242,-0.44153,class2
-0.93088,-0.59873,-0.35697,-0.19451,-0.063625,-0.098171,1.0365,-0.060197,-0.52524,-0.56573,-0.45103,-0.56926,0.059641,0.064267,-0.16869,-0.47952,0.22161,-0.49623,class2
-0.23183,0.25368,-0.35697,-0.19451,-0.59882,-0.1259,-0.53315,-0.13809,-0.8871,-0.89554,-0.86201,-0.89925,0.64476,-0.56021,0.30262,-0.8963,1.6325,-0.46911,class2
-0.98571,-0.79009,2.4101,-0.19451,-0.24888,-0.10444,0.067018,-0.10123,1.8284,1.7239,1.8719,1.8568,-2.4343,1.7901,-0.59191,1.8762,-0.73896,-0.65046,class1
-0.13589,-0.7379,-0.35697,-0.19451,-0.43414,-0.11288,-0.4716,-0.13355,1.8041,1.6859,1.854,1.8384,-2.5398,1.8128,-0.52458,1.8581,-0.71251,-0.65964,class1
1.4267,0.010136,-0.35697,-0.19451,-0.37239,-0.12566,-0.42543,-0.13438,-0.81628,-0.73381,-0.8518,-0.84426,1.4121,-0.90652,0.11987,-0.87559,0.52106,0.21046,class1
-0.43744,-1.3468,-0.35697,-0.19451,0.080467,-0.09097,-0.1792,-0.10944,2.3309,2.374,2.2242,2.3915,-1.5039,1.1997,-0.52458,2.2334,-1.0937,-0.60928,class1
1.6049,-0.7379,-0.35697,-0.19451,7.5938,4.0969,3.5295,1.7451,0.12768,0.008271,0.26116,0.081549,-1.1873,0.99531,-0.49573,0.24272,-0.029422,-0.58988,class1
-1.6299,-0.7379,-0.35697,4.3904,0.82151,0.067596,0.91341,0.34455,-0.64359,-0.71795,-0.58122,-0.63954,-0.15139,-0.11172,0.3411,-0.61154,0.88154,-0.66372,class1
-1.1365,-1.1206,-0.35697,-0.19451,-0.022456,-0.049264,-0.10226,-0.1255,-0.39912,-0.34374,-0.35403,-0.50204,0.82701,-0.026567,-0.78429,-0.38115,0.079932,-0.20573,class1
-0.17701,-1.4859,-0.35697,-0.19451,3.3946,0.11963,-0.36387,-0.12201,0.72238,0.72498,0.78701,0.63459,-0.56385,1.0237,-1.169,0.77599,-0.67993,-0.4374,class2
1.5226,-1.4164,-0.35697,-0.19451,-0.43414,-0.11698,-0.28693,-0.11567,2.5734,2.7197,2.3492,2.6726,-0.76528,0.61495,-0.2745,2.3603,-1.3217,-0.5949,class1
-0.67045,1.2975,-0.35697,-0.19451,-0.04304,-0.10044,-0.25615,-0.12842,-0.58927,-0.5911,-0.74459,-0.3951,0.46251,-1.5196,2.1109,-0.59084,-0.067103,2.2122,class2
1.1937,-0.96405,2.4101,-0.19451,0.36865,-0.080851,-0.16382,-0.12424,0.023873,0.13512,-0.057922,0.014329,0.99008,-0.52615,-0.10136,-0.080863,-1.1344,-0.19203,class2
1.3307,1.1409,-0.35697,-0.19451,-0.39298,-0.10489,-0.39465,-0.11989,-0.51747,-0.52133,-0.69098,-0.30038,0.38577,-1.5821,2.2937,-0.51059,-0.072151,2.2153,class2
-0.98571,0.20149,-0.35697,-0.19451,-0.4959,-0.12268,-0.57932,-0.13866,-0.95113,-0.93677,-0.96667,-0.93592,0.90375,-0.88381,0.59118,-1.0024,2.0236,-0.50122,class1
-0.38261,-0.65092,2.4101,-0.19451,-0.14596,-0.10873,0.31324,-0.10339,-0.34673,-0.2708,-0.32085,-0.44705,0.97089,-0.11172,-0.78429,-0.3475,-0.093524,-0.15899,class1
0.35756,-0.38998,-0.35697,-0.19451,2.8594,0.018451,-0.53315,-0.13423,-0.15367,-0.15981,-0.10898,-0.19955,0.069234,0.17213,-0.36107,-0.13264,-0.43627,-0.45006,class2
-0.99942,1.2627,-0.35697,-0.19451,-0.16655,-0.097701,1.2058,-0.068958,0.23634,0.21758,0.2969,0.17932,-0.36241,0.59791,-0.64963,0.27896,-0.58188,-0.48066,class1
1.1114,-1.6947,-0.35697,-0.19451,-0.24889,-0.093943,-0.14843,-0.11624,2.619,2.8148,2.3569,2.7154,-0.35282,0.39922,-0.32259,2.368,-1.4093,-0.53042,class1
